timestep,real_det_return,real_sto_return
8192,68.65216893924206,15.939293665459013
16384,40.95878192230197,15.78073308831556
24576,43.302995347092576,12.924962811940782
32768,33.75539144040154,17.343314450055903
40960,32.11986907103561,19.218361580687326
49152,25.443531932982456,19.992141395363284
57344,96.52777343795991,21.6222066363045
65536,99.41552687021263,20.24647314786302
73728,139.16690802081263,25.357860486548486
81920,171.12802584631896,34.85844272911826
90112,112.13343779437062,18.229717453351498
98304,66.08690682339879,14.041067931135107
106496,41.91042574457629,24.62008217389586
114688,46.33823345066999,11.265901057063456
122880,115.03497467106618,23.957391092164155
131072,47.527045471848076,20.578406797562025
139264,45.20744725737327,24.856681187185664
147456,37.436195487469824,18.004088276536706
155648,70.32387674317188,38.860391750194154
163840,162.1104639329098,43.372500440481
172032,147.42085948636145,24.85831472047942
180224,166.4077631203717,30.230212575192372
188416,106.153511900246,29.896546644121127
196608,119.64012882509594,23.25881886945761
204800,130.92285525341896,30.22245077693812
212992,167.9245656927672,32.44757939510153
221184,117.6806318681316,29.363053230854042
229376,117.83389368876765,16.960990050242863
237568,96.83216941524236,23.916914220211904
245760,102.70531460372531,30.312925504859244
253952,113.14801619359989,17.935675496534362
262144,97.01743202206765,35.44043116360938
270336,95.33419083413733,22.902046776396556
278528,102.23478684706673,15.2822297734135
286720,86.58625496613504,27.61796357738932
294912,86.87548834540925,55.480315775447366
303104,98.27121670451268,36.53263142998874
311296,93.52329032708529,41.99551933616474
319488,86.29778338818952,49.930201654074146
327680,91.07163821138622,23.838041826588984
335872,97.36753380560495,27.271395807274235
344064,102.78513299868295,21.893359569453725
352256,90.5594100030703,32.50582327304907
360448,91.38373276122793,37.33773497428165
368640,89.02605654373697,50.61987054716782
376832,82.71362802132691,22.431742118840845
