timestep,real_det_return,real_sto_return
8192,994.6709944192869,-49.56872300976259
16384,997.3646524092441,-34.814394276496245
24576,990.8538348548549,-78.83972337682937
32768,1010.7808022108832,-48.35017521022503
40960,990.9284179736136,-57.85974011886596
49152,936.6872076977257,-252.39669311736583
57344,992.0948259274361,-57.79355691870825
65536,966.2173573543362,-152.39897971178738
73728,962.9756014673058,-158.3065180197694
81920,973.2272457294799,-267.07985044925243
90112,1020.2463474716429,-43.95912623422201
98304,1090.1915055019156,-46.68881031290453
106496,978.7802675312693,-170.17296749769625
114688,965.514727896669,-182.76729958864686
122880,944.7372307145412,-60.859418914264914
131072,924.7243198998073,-84.96617052469813
139264,900.6492994248276,-236.51011729067164
147456,860.5674078173618,-286.8615130436685
155648,857.5813967603833,-178.1935944917293
163840,856.7984438996533,-169.48834737298893
172032,860.1885568882142,-156.95345130848014
180224,879.534678190675,-261.5613526594739
188416,879.0710899304362,-156.26311582609733
196608,869.7687369911331,-154.40443645927945
204800,846.0550619410509,-191.0188955414963
212992,836.6342863875994,-156.50724859266634
221184,891.8292721748127,-157.10727376311553
229376,864.6016462579871,-39.32820845290699
237568,872.1095424428346,-179.61136439053638
245760,855.793705799055,-44.25255133590298
253952,798.7416259302747,-300.59958450410926
262144,766.6446327777032,-62.96990181644901
270336,781.7941892711394,-82.00194108431411
278528,701.2704863944311,-153.02907382274083
286720,739.6773778281552,-159.68418390665656
294912,520.3307920639735,-52.66797312772303
303104,825.2380600940726,-160.93243462561702
311296,864.4531271019268,-56.36655067343253
319488,751.411983913705,-29.906665583177634
327680,812.6089836301844,-162.70511361013615
335872,904.184209534457,-42.34141279364707
344064,784.5057771400759,-56.13194566707167
352256,721.5476573870344,-365.11787169881126
360448,689.4454106208506,-176.31833532607
368640,684.22707673865,-283.85036085037535
376832,706.5219481202396,-162.84131281629442
385024,721.4914453020455,-156.592210237883
393216,756.8420964145622,-273.75581742128094
401408,713.2775911188968,-148.84125045438637
409600,728.6673443652354,-88.7386167597048
417792,694.9040690186091,-61.63638833932312
425984,722.7475766260488,-198.0319746698591
434176,633.3897767203619,-206.833714488263
442368,708.7757046571669,-58.40966393490525
450560,641.0531366155948,-59.467683674216644
458752,587.6049012159872,-196.4875863572503
466944,640.3786629198701,-75.6741773758844
475136,592.6455036348652,-172.1014262243711
483328,410.2037901690725,-59.28357350207868
491520,566.1918834561338,-58.608735665128926
499712,396.2894578759928,-240.45789865296348
507904,339.9356924219855,-164.19766598954612
516096,477.3686288250389,-57.97406472521739
524288,483.5549280134329,-172.20980326802058
532480,467.8101655423834,-305.3769948004534
540672,524.1283014266626,-98.03496197055154
548864,483.7994818682494,-170.82277950053555
557056,444.9509086027131,-76.41963349235657
565248,368.66437458596903,-58.84109922585283
573440,333.4562937304581,-180.56458849623118
581632,281.82258737104024,-107.48125833869521
589824,339.3871731456429,-194.08298268058894
598016,194.94621329203395,-208.15507341840276
606208,21.75225940231379,-229.91902496355328
614400,-100.78881786449622,-54.30078717272767
622592,82.3610605858045,-76.35664416970799
630784,-166.0092944604569,-183.7589155562468
638976,-210.83450577862672,-290.91934626854555
647168,-80.27907730636511,-80.50046421659705
655360,-143.74499203275653,-332.1931841498843
663552,-55.92663856275304,-194.52595355896318
671744,-268.1517990002912,-304.84471108109017
679936,320.72874311383254,-68.4501084906984
688128,155.8148354882292,-181.37201341104995
696320,-33.20720115937836,-69.29920683808234
704512,-238.28235348970284,-81.91989687322328
712704,406.03815979912036,-327.8612464139902
720896,320.4603754833092,-68.03686483807329
729088,395.78081767904166,-49.91900239874531
737280,-308.2618786666479,-216.72546066769968
745472,-614.1964546753512,-166.20387949994816
753664,-410.03227902023855,-79.87914998299652
761856,19.527577996894117,-83.93057121149945
770048,220.55067259797607,-128.45218519648708
778240,317.47418340030987,-211.3215310594614
786432,-105.20612149473081,-65.26364934725657
794624,-272.0526279945754,-268.21777153207694
802816,-12.517426308518392,-112.82615897978076
811008,-12.449188172705773,-321.9742526756012
819200,-432.0579788706198,-104.53770277504718
827392,-387.4680493828259,-118.54456346366908
835584,-493.1948772255064,-141.28545974311973
843776,-399.7790991634142,-225.35462600023624
851968,-1484.5765597358145,-83.80306793430881
860160,-12.09193955231287,-273.48729679384803
868352,-1376.7354065523778,-425.2571899557982
876544,-863.6712783568152,-330.2170287786791
884736,-1159.7584280833212,-441.23121412843
892928,-1149.9931017433958,-334.1280782914522
901120,-1697.9815656622407,-503.41105407898885
909312,-1714.423394615369,-374.92115356612754
917504,-1753.0480972056382,-226.6818925582983
925696,-1829.6613026815241,-502.2340151005991
933888,-1970.5337673547692,-635.6663707817436
942080,-1954.4625196329876,-693.4804500092048
950272,-1651.3292721129656,-534.3558391193252
958464,-1915.5543359023402,-711.149436651029
966656,-1697.8593375836167,-669.9674989703772
974848,-1772.9226182179173,-1023.7116975158453
983040,-2124.7243460152717,-1332.4392133734038
991232,-2281.522241761545,-1188.5999695012388
999424,-2081.3304885236475,-794.3598761876873
1007616,-2449.697454318605,-1331.1208071723236
1015808,-2297.362361457625,-1056.1862485753998
1024000,-19.801109489856664,-1053.0887462954445
1032192,-2622.331007988527,-768.1239871843507
1040384,-2288.7870500283416,-1510.2336050121976
1048576,-2511.8190811808645,-1124.1103958935369
1056768,-12.670125919581865,-945.3135650548942
1064960,-12.081518092150947,-1297.6542420137964
1073152,-2294.719245892932,-1156.671823199736
1081344,-11.470941797564246,-1111.1916765516396
1089536,-13.077987705166631,-1519.3774320997502
1097728,-11.929690089314818,-1932.046647424626
1105920,-11.611965693501986,-1478.9569720440436
1114112,-2380.214098210192,-1344.5923734932371
1122304,-2342.1032819440384,-1755.281159140663
1130496,-2359.3554240908156,-1632.7382574730668
1138688,-2166.8537982340567,-1519.522588317924
1146880,-2300.322995352493,-1646.8533602179036
1155072,-2244.7381352417215,-1931.1866488998598
1163264,-2272.721743231704,-2078.728982984057
1171456,-2230.3407996243054,-1961.1639114617458
1179648,-2261.613022970168,-1980.3129016037642
