timestep,real_det_return,real_sto_return,alpha
1,23.657736834317895,15.922054409333416,1.0
5001,198.8120624805291,197.14127502341915,0.030789779499173164
10001,267.39769471896517,270.30354865686536,0.008160815574228764
15001,200.32194540203392,212.73839532441025,0.00866890698671341
20001,285.0517579943518,288.69235562296507,0.006808905396610498
25001,330.19222850286616,326.7429820226961,0.007139950059354305
30001,369.9038191743922,370.5718830412584,0.0064790137112140656
35001,336.89915540447095,342.93677290698474,0.005817157216370106
40001,370.2878048935138,370.20000284385173,0.006325817201286554
45001,382.74190374602904,378.45146392506433,0.005752843338996172
50001,418.9804866512853,418.379557196901,0.006617735605686903
55001,388.6231267779194,383.08069316448285,0.005696980282664299
60001,427.37578746026236,426.68328988344103,0.006003622896969318
65001,435.26495076700724,430.84796160258867,0.0062567805871367455
70001,419.9562719150038,415.2308543817371,0.005456826183944941
75001,434.3293536233817,442.30606141710234,0.005625342950224876
80001,432.73793777778,432.923077898968,0.005593801382929087
85001,440.38566388809096,437.7528029596389,0.005478641018271446
90001,431.92853164151046,432.50527980294794,0.0058403233997523785
95001,427.5312405440453,427.6653953353346,0.00592371029779315
100001,459.15345840288546,449.3544972967434,0.005303296726197004
105001,440.5423280661245,443.1798343715883,0.006355358753353357
110001,440.2510251466193,443.0001376650288,0.005639244336634874
115001,446.63142775301986,445.5703056784819,0.006358620710670948
120001,452.3836831885266,442.27296164808615,0.005600201431661844
125001,449.71119712998234,446.8866534345054,0.005670417565852404
130001,477.1011014141165,466.56031593804585,0.005490270908921957
135001,455.83126931417155,454.66929181025426,0.005334340035915375
140001,402.6271651656605,405.6178156921419,0.005810888949781656
145001,471.9899935090575,470.35065274899443,0.006087689194828272
150001,576.4049659737038,562.9955279932755,0.006197471637278795
155001,500.2652691126076,496.9911055758354,0.006686471402645111
160001,521.2917742876286,517.4620634958933,0.006450850050896406
165001,510.15684814398827,508.89661590907565,0.006494138855487108
170001,534.5638856008719,532.3702578666556,0.006097741425037384
175001,542.4980273484716,540.8035136501073,0.006257296539843082
180001,558.5191202920032,546.0975144552242,0.00573326600715518
185001,572.7215955933596,585.2956386458264,0.006161984521895647
190001,529.8918189550691,528.8530813755282,0.005923481658101082
195001,536.0708126968115,537.5945864238281,0.006238176487386227
200001,559.3205524095983,557.5507996975241,0.00551271066069603
205001,599.8257289082924,602.2956075639545,0.006219242233783007
210001,597.5549272070463,585.8680981443915,0.006281313952058554
215001,721.4587745389985,690.8366154798641,0.006661632563918829
220001,648.4754705039907,634.69378302628,0.006431147921830416
225001,574.214321031281,603.5275653835618,0.007125332020223141
230001,777.5636640205496,748.6412465149474,0.00687412777915597
235001,772.225410423953,792.6935977891765,0.0074868290685117245
240001,2965.4135461112455,1796.6325797640761,0.008028247393667698
245001,952.0122652112129,959.9815303980713,0.007608937099575996
250001,656.4156375592981,654.8800032760824,0.007350263185799122
255001,811.5134535851718,806.4349227430004,0.00824359804391861
260001,755.3502081440507,736.3298308532407,0.008123447187244892
265001,927.5112256113637,926.6586269596322,0.00793479848653078
270001,777.1801884853326,748.9947286199518,0.007494937162846327
275001,605.556874344292,751.9384961999381,0.008253033272922039
280001,881.7518703635424,876.6947448306776,0.007780082989484072
285001,873.722407071428,789.2892458196706,0.008307203650474548
290001,2927.46544517045,2499.1947529198787,0.008584477938711643
295001,3033.6225835108435,2415.0683717650386,0.00856066308915615
300001,3208.93140609256,3072.3977844197093,0.008820648305118084
305001,3253.0984427214526,1966.162044158933,0.00907253846526146
310001,2934.692573880305,2536.8584950085515,0.01014477014541626
315001,3580.228102886943,3579.998495717654,0.009746807627379894
320001,3540.834980371713,3534.197372309125,0.009842278435826302
325001,1608.4652986412282,494.92636284770026,0.009902341291308403
330001,2908.1865986008384,1847.4815066664462,0.010422857478260994
335001,3560.618827891513,3560.1271343262247,0.009746472351253033
340001,3582.0668774459164,3556.1836161390593,0.009300796315073967
345001,3515.970051578218,3309.9798091808916,0.009965222328901291
350001,2145.772272315764,1747.7964287803402,0.009885881096124649
355001,3564.470201332698,3545.7782790040974,0.009789276868104935
360001,3559.0402208441656,3148.710549291804,0.010201088152825832
365001,3615.633638124202,3604.3254971910887,0.009987342171370983
370001,1852.8779580844869,1895.521695961928,0.009556569159030914
375001,2421.1633279770526,2017.2794279277591,0.010647948831319809
380001,2168.461796009319,1898.2477684786877,0.011426316574215889
385001,2461.1641973951587,2398.093868063391,0.010827328078448772
390001,2717.557689050333,1912.2643900314092,0.01042130682617426
395001,2994.0012292182478,2443.8277949258095,0.010570387355983257
400001,2887.943581138178,2938.7769666547765,0.011198063381016254
405001,1525.9759684506837,1609.0632434436843,0.011036024428904057
410001,2098.129039582729,1010.1069782236773,0.0110708586871624
415001,3185.8614040425637,3302.2107652356813,0.010784817859530449
420001,1474.0293265276364,1536.2972434771866,0.011399009265005589
425001,3477.1883992672547,3047.2169934664944,0.010543270036578178
430001,3606.584588148169,3596.1858993427727,0.00981065072119236
435001,2826.0616396607084,2307.291444421691,0.010922560468316078
440001,3574.968334915092,3371.21328037981,0.010830080136656761
445001,3499.0640243104817,2751.30739570011,0.010806134901940823
450001,1769.5058453056258,2223.4793977371874,0.010546443052589893
455001,2952.1142953708904,2416.8536986949953,0.009823041968047619
460001,1720.8942201606544,1749.9549057205961,0.010471552610397339
465001,3227.344888010649,2947.7145851818686,0.009818485006690025
470001,3399.0926050873995,3323.7004250772975,0.010449829511344433
475001,1436.2389811036737,1853.777586306655,0.010558231733739376
480001,2128.478721854198,1404.5011976726241,0.01015966571867466
485001,3600.579163711501,3590.358127654678,0.010557507164776325
490001,2703.116859849903,3035.598707953316,0.009368292056024075
495001,3272.3347772240445,2996.5439605256097,0.009736104868352413
500001,3607.813706990367,3440.45486466946,0.010537650436162949
505001,2257.9336215082208,2091.9032974459674,0.010377040132880211
510001,3152.2467451136135,2977.2111667649788,0.00963506381958723
515001,3591.609361383899,3587.0092720397115,0.010045133531093597
520001,3606.3114021324227,3604.649083983529,0.010372785851359367
525001,2942.6683725509515,2049.3520496778788,0.010679827071726322
530001,3555.6833801515922,3450.234904551979,0.009731816127896309
535001,3619.059779967744,3614.6514228364904,0.009953050874173641
540001,3201.398851250594,2752.3882376539586,0.010233867913484573
545001,3605.4998509742118,1559.9628144892297,0.011100498028099537
550001,1980.2375894651075,2192.3621868408873,0.00991338212043047
555001,3423.262829339629,2253.4276283565478,0.01003918144851923
560001,3591.133324706825,3506.171023486519,0.010657498612999916
565001,3627.675370813792,3624.854656308516,0.009644228965044022
570001,3631.5824899455283,3610.7526369783322,0.010225468315184116
575001,589.2987150667874,926.8501620923587,0.009758447296917439
580001,3611.689920482302,3614.3015661804616,0.009610249660909176
585001,3593.8492843187496,3590.2286182735975,0.010132838971912861
590001,3448.9495507560487,3251.9308783647875,0.00975742843002081
595001,3604.8072049104608,3602.751197995543,0.010134409181773663
600001,1519.4263291586287,1450.6021234859024,0.010294400155544281
605001,3082.2153462978345,2361.595135974144,0.01018508244305849
610001,2624.8404028480904,2610.9384492705794,0.010446147993206978
615001,3612.1471323543155,3552.1001558076955,0.009673322550952435
620001,3602.46392002258,3538.7666655999055,0.009677890688180923
625001,3529.7253363686077,3535.226936018475,0.010033706203103065
630001,3638.1629226274063,3628.125512466218,0.0095863351598382
635001,3649.935069777172,3467.7715373642773,0.00962056964635849
640001,3538.9129846143032,3265.6528790795332,0.010736390948295593
645001,3094.1986450662384,2275.7974951808797,0.009800967760384083
650001,3615.5369035527037,3608.639537836111,0.009938026778399944
655001,3453.2599132225378,3274.228397571579,0.009776243008673191
660001,3616.727491846399,3612.0791064855475,0.010105128400027752
665001,3626.8099759004094,3620.497156083829,0.00994088500738144
670001,3388.8180435788736,2959.8970238693464,0.010287471115589142
675001,3601.8478502191256,3602.2251203274645,0.011465821415185928
680001,3644.7458720450873,3639.762771105519,0.009998196735978127
685001,3623.771680876443,3625.168817820919,0.009971078485250473
690001,2152.732380151235,2436.9800352888133,0.009485852904617786
695001,3626.6689614962647,3615.8622378124346,0.010468312539160252
700001,3602.409438987744,3596.41082129805,0.009989519603550434
705001,3616.150137777223,3634.869287376786,0.009858309291303158
710001,3608.459607587179,3600.218453799954,0.009718711487948895
715001,3639.095951919023,3638.5847813143023,0.009800720028579235
720001,3602.545144071622,3596.2968982192456,0.00926879607141018
725001,3626.8318243508065,3623.1044619080603,0.01006699912250042
730001,3630.630722628461,3624.832448667552,0.009648649021983147
735001,3629.107255654931,3618.9732225391226,0.009195814840495586
740001,3610.2563637069043,3598.512897530231,0.01013227365911007
745001,3620.6646359531587,3611.0755908287792,0.009426379576325417
750001,3639.7400300566173,3631.2623172545136,0.009070271626114845
755001,3604.0480448813564,3588.0445849851917,0.009432701393961906
760001,2230.772737259168,2324.7314259381646,0.009668522514402866
765001,3280.668489790222,3238.6602987736055,0.008892567828297615
770001,3660.827486584648,3640.3027021365624,0.00933007337152958
775001,3629.2720236846485,3587.5794905634466,0.009142082184553146
780001,3279.238812281067,3559.442099929661,0.009393718093633652
785001,3648.2407177800415,3640.472419817157,0.009526185691356659
