#{"t_start": 1775110725.6761105, "env_id": "AntFH-v0"}
r,l,t
-1546.100771,1000,3025.399013
-1549.125098,1000,3060.552054
-1490.120776,1000,3122.259039
-1420.039357,1000,3175.48751
-1412.609289,1000,3212.887941
-1402.589752,1000,3264.387698
-1364.569402,1000,3301.985676
-1337.863862,1000,3365.087681
-1311.391989,1000,3420.589512
-1270.757152,1000,3468.567358
-1240.865163,1000,3517.064018
-1190.332608,1000,3541.388629
-1167.20812,1000,3580.396608
-1153.424649,1000,3627.908192
-1084.787016,1000,3663.071976
-1060.073633,1000,3706.380528
-996.967117,1000,3733.064032
-975.189467,1000,3769.650081
-930.084979,1000,3807.21996
-924.618966,1000,3831.741742
-918.323723,1000,3872.401028
-889.405326,1000,3894.620475
-881.079334,1000,3928.158951
-860.866464,1000,3969.737785
-867.868154,1000,3997.399245
-864.751694,1000,4033.406634
-841.291852,1000,4056.29295
-875.499792,1000,4088.691482
-855.395804,1000,4124.031611
-819.816209,1000,4146.078764
-826.541743,1000,4189.192664
-795.638783,1000,4214.081311
-777.64074,1000,4259.294534
-786.66162,1000,4298.842141
-803.547804,1000,4322.209343
-812.658201,1000,4364.190406
-789.786926,1000,4384.510259
-790.312832,1000,4419.8769
-811.639424,1000,4463.773657
-814.393194,1000,4487.369071
-798.600658,1000,4535.727523
-790.90083,1000,4566.109956
-796.918616,1000,4619.332154
-765.239198,1000,4662.609354
-758.040625,1000,4685.17486
-733.956447,1000,4718.150687
-742.662795,1000,4746.738002
-736.4425,1000,4788.534878
-732.42619,1000,4825.599877
-742.864434,1000,4851.732659
-755.956081,1000,4896.295304
-747.020407,1000,4925.044384
-734.002995,1000,4962.622573
-725.377532,1000,5004.894542
-717.27464,1000,5034.389425
-725.528129,1000,5076.658394
-738.219376,1000,5101.153987
-735.56185,1000,5134.749507
-726.643214,1000,5173.221017
-716.795472,1000,5204.76669
-720.217231,1000,5245.395586
-715.760347,1000,5264.815299
-728.358192,1000,5298.772247
-732.345183,1000,5332.842116
-727.212029,1000,5353.247217
-728.680396,1000,5387.631727
-729.153469,1000,5408.294099
-737.534261,1000,5443.987403
-736.391816,1000,5480.13498
-729.033909,1000,5502.076951
-729.600993,1000,5536.220806
-731.203197,1000,5556.242394
-734.793744,1000,5590.754121
-734.588636,1000,5624.890225
-729.734802,1000,5645.230882
-736.112792,1000,5678.863726
-728.310965,1000,5700.306355
-726.383775,1000,5733.766562
-715.017032,1000,5767.643609
-709.951558,1000,5789.063681
-710.45069,1000,5822.841018
-704.830835,1000,5843.26003
-702.642661,1000,5875.474904
-694.467207,1000,5911.080199
-696.241401,1000,5933.940055
-693.674006,1000,5968.004643
-684.371016,1000,5988.267804
-678.609323,1000,6022.286831
-670.456537,1000,6056.66562
-675.845471,1000,6077.674674
-674.64426,1000,6110.646766
-665.979228,1000,6131.152624
-680.178855,1000,6163.928753
-680.682386,1000,6196.84289
-684.22156,1000,6220.80983
-686.355853,1000,6265.631036
-692.405582,1000,6291.189118
-695.362216,1000,6332.909265
-707.418732,1000,6371.130044
-711.299249,1000,6403.586806
-700.28208,1000,6464.861555
-700.615848,1000,6504.171994
-697.96798,1000,6577.6063
-689.952284,1000,6630.025409
-693.615672,1000,6674.236649
-697.108837,1000,6739.009331
-694.320842,1000,6775.348651
-705.115748,1000,6843.089016
-707.444927,1000,6909.436542
-709.050083,1000,7020.753252
-703.008712,1000,7084.085129
-713.577452,1000,7117.336703
-727.646874,1000,7181.289819
-720.162668,1000,7246.917005
-725.714745,1000,7282.84516
-719.403265,1000,7349.165481
-716.799905,1000,7388.903347
-717.42157,1000,7458.168109
-720.310531,1000,7519.64696
-721.754182,1000,7557.373866
-739.248472,1000,7614.956421
-721.268126,1000,7654.227402
-731.126822,1000,7717.859436
-730.235154,1000,7779.636644
-717.943543,1000,7828.254874
-721.676916,1000,7892.23013
-730.470187,1000,7932.016229
-733.778007,1000,7989.958466
-725.73178,1000,8053.367395
-735.392201,1000,8089.222668
-738.083366,1000,8159.473291
-738.673818,1000,8199.659641
-739.394546,1000,8273.203269
-744.199281,1000,8339.641194
-753.201919,1000,8377.08463
-749.418494,1000,8434.851072
-743.674766,1000,8479.539992
-739.412538,1000,8535.571824
-734.628695,1000,8592.672954
-731.259784,1000,8628.307835
-729.004487,1000,8687.161069
-738.443707,1000,8725.717407
-727.228909,1000,8778.897286
-730.120084,1000,8841.017293
-725.296648,1000,8885.319263
-733.813612,1000,8955.966746
-710.594219,1000,9000.360385
-705.413212,1000,9072.493448
-700.892296,1000,9153.420779
-709.228482,1000,9200.517166
-703.65995,1000,9279.964996
-695.509353,1000,9340.051606
-689.792731,1000,9443.551851
-686.101354,1000,9506.328541
-681.89447,1000,9533.317064
-686.245823,1000,9577.781595
-690.351925,1000,9610.892688
-685.724173,1000,9656.673571
-693.869049,1000,9704.600461
-696.996415,1000,9732.708731
-695.437189,1000,9778.959104
-699.732709,1000,9808.169804
-691.317347,1000,9866.573279
-688.353651,1000,9944.297161
-684.173287,1000,9983.876613
-689.594113,1000,10061.605441
-692.696618,1000,10102.570729
-694.703955,1000,10170.937374
-691.723572,1000,10238.39784
-680.614864,1000,10290.267886
-680.708524,1000,10386.693813
-672.881815,1000,10433.427724
-665.783113,1000,10505.737471
-665.446387,1000,10577.884526
-666.885581,1000,10624.130594
-666.178693,1000,10691.961302
-666.448849,1000,10735.61709
-664.195132,1000,10811.867265
-664.082311,1000,10883.820831
-665.699969,1000,10926.197092
-662.731139,1000,10996.329257
-655.922443,1000,11040.069595
-669.07354,1000,11113.980948
-674.604204,1000,11181.441198
-669.020463,1000,11225.912247
-668.42646,1000,11300.703915
-670.95465,1000,11349.847694
-675.428952,1000,11431.356756
