#{"t_start": 1775110726.749298, "env_id": "AntFH-v0"}
r,l,t
-1143.009166,1000,3626.834805
-1097.330096,1000,3661.998712
-1046.892713,1000,3705.307405
-996.019638,1000,3731.990843
-970.903233,1000,3768.576673
-941.461482,1000,3806.146724
-945.375292,1000,3830.667991
-926.53439,1000,3871.32775
-881.386515,1000,3893.54742
-892.666376,1000,3927.085655
-866.910052,1000,3968.664169
-883.795709,1000,3996.320843
-856.196705,1000,4032.333197
-830.148697,1000,4055.219557
-863.160722,1000,4087.617659
-854.581058,1000,4122.95836
-827.845173,1000,4145.005414
-780.112769,1000,4188.119402
-881.268617,1000,4213.008064
-782.89216,1000,4258.221204
-795.184857,1000,4297.768826
-829.396813,1000,4321.136085
-779.531556,1000,4363.117079
-782.703869,1000,4383.436982
-804.140214,1000,4418.801674
-796.473323,1000,4462.700461
-827.299113,1000,4486.291461
-810.51348,1000,4534.654213
-803.61912,1000,4565.034791
-789.692289,1000,4618.258873
-765.201751,1000,4661.535807
-757.594517,1000,4684.101559
-735.899892,1000,4717.077398
-744.946088,1000,4745.664562
-730.072693,1000,4787.461626
-735.075366,1000,4824.52621
-744.268779,1000,4850.659441
-744.776398,1000,4895.221966
-757.924442,1000,4923.967364
-731.672881,1000,4961.539553
-733.057671,1000,5003.815984
-712.912387,1000,5033.315614
-730.340614,1000,5075.583882
-741.215915,1000,5100.080606
-738.856709,1000,5133.672376
-734.296288,1000,5172.147444
-728.959897,1000,5203.69349
-719.186185,1000,5244.322296
-723.921406,1000,5263.741995
-725.667751,1000,5297.699049
-733.622315,1000,5331.769108
-734.346244,1000,5352.173943
-727.591188,1000,5386.55802
-728.711413,1000,5407.220796
-741.387773,1000,5442.914015
-733.527562,1000,5479.061691
-726.431779,1000,5501.003925
-730.710262,1000,5535.147446
-728.415752,1000,5555.169101
-733.090716,1000,5589.680857
-731.046706,1000,5623.817021
-738.674877,1000,5644.158563
-739.921234,1000,5677.790432
-734.209528,1000,5699.233046
-726.42146,1000,5732.693098
-710.813819,1000,5766.570267
-707.724738,1000,5787.993661
-706.917317,1000,5821.76775
-706.471611,1000,5842.18933
-712.869905,1000,5874.401654
-705.442889,1000,5910.007318
-696.061423,1000,5932.86677
-695.262265,1000,5966.928046
-683.24784,1000,5987.194342
-674.565268,1000,6021.209011
-672.516768,1000,6055.592233
-664.909607,1000,6076.601606
-675.069109,1000,6109.573477
-666.880241,1000,6130.079587
-679.912197,1000,6162.855516
-688.459019,1000,6195.769564
-683.871364,1000,6219.73661
-690.914584,1000,6264.557707
-694.185146,1000,6290.116098
-700.310909,1000,6331.835741
-698.717115,1000,6370.056797
-706.831295,1000,6402.513447
-701.77637,1000,6463.78408
-700.19909,1000,6503.098411
-705.397173,1000,6576.514338
-703.099017,1000,6628.944309
-694.419871,1000,6673.167484
-703.914012,1000,6737.93237
-700.808757,1000,6774.271853
-710.089302,1000,6842.012031
-709.443453,1000,6908.356738
-704.253443,1000,7019.673968
-702.558646,1000,7083.01879
-713.207262,1000,7116.263459
-729.116447,1000,7180.211737
-727.258225,1000,7245.837283
-725.978502,1000,7281.773594
-722.129666,1000,7348.084396
-712.569351,1000,7387.829732
-714.905538,1000,7457.094656
-718.979312,1000,7518.569081
-720.088403,1000,7556.300531
-728.251609,1000,7613.887017
-728.468444,1000,7653.154204
-748.235712,1000,7716.786134
-725.022999,1000,7778.557459
-726.417812,1000,7827.181426
-732.036501,1000,7891.156869
-726.907074,1000,7930.938262
-746.575334,1000,7988.883074
-727.888613,1000,8052.292618
-735.892029,1000,8088.149343
-736.36134,1000,8158.400068
-741.724196,1000,8198.585153
-738.116197,1000,8272.123452
-744.907185,1000,8338.567746
-752.586918,1000,8376.007575
-753.125045,1000,8433.778099
-745.144343,1000,8478.457581
-742.791513,1000,8534.490244
-731.395186,1000,8591.596257
-735.539216,1000,8627.231253
-732.614064,1000,8686.079421
-734.200041,1000,8724.64411
-734.911247,1000,8777.821692
-728.960729,1000,8839.944657
-730.015458,1000,8884.238604
-730.939768,1000,8954.893319
-712.701111,1000,8999.289803
-707.044024,1000,9071.429315
-706.591759,1000,9152.347357
-704.97883,1000,9199.442319
-701.434265,1000,9278.890657
-693.707849,1000,9338.983772
-687.422249,1000,9442.479686
-683.382868,1000,9505.250715
-673.902442,1000,9532.242832
-685.258541,1000,9576.708296
-684.39236,1000,9609.81871
-684.226028,1000,9655.600191
-690.101018,1000,9703.527101
-708.016922,1000,9731.638276
-696.846794,1000,9777.88133
-692.958778,1000,9807.100253
-693.373963,1000,9865.492144
-686.242976,1000,9943.235535
-690.553257,1000,9982.803439
-688.212992,1000,10060.535746
-695.693746,1000,10101.49387
-696.016238,1000,10169.858859
-690.019068,1000,10237.326204
-688.837917,1000,10289.194344
-681.938056,1000,10385.607237
-669.10291,1000,10432.354399
-672.087431,1000,10504.664119
-667.461155,1000,10576.811251
-665.126334,1000,10623.057335
-659.975205,1000,10690.877139
-667.355302,1000,10734.540106
-664.049071,1000,10810.793844
-672.289465,1000,10882.748624
-663.301413,1000,10925.119972
-664.597579,1000,10995.251323
-653.976062,1000,11038.99247
-670.084458,1000,11112.908619
-669.389611,1000,11180.359967
-673.019623,1000,11224.838828
-675.59909,1000,11299.630501
-673.916647,1000,11348.774499
-671.921074,1000,11430.276258
