#{"t_start": 1775110725.945149, "env_id": "AntFH-v0"}
r,l,t
-721.383058,1000,5298.503225
-726.744837,1000,5332.573189
-733.900077,1000,5352.978073
-731.110813,1000,5387.362303
-733.155028,1000,5408.025146
-724.760771,1000,5443.718273
-729.154414,1000,5479.865971
-723.673452,1000,5501.808355
-733.307355,1000,5535.951746
-724.099592,1000,5555.974717
-736.970587,1000,5590.489663
-730.754584,1000,5624.625721
-733.390921,1000,5644.968473
-739.391409,1000,5678.594798
-739.265679,1000,5700.0374
-717.333258,1000,5733.497567
-719.680261,1000,5767.374353
-719.555708,1000,5788.7945
-704.177988,1000,5822.572091
-705.84647,1000,5842.995078
-713.579492,1000,5875.205929
-701.173448,1000,5910.811549
-694.296452,1000,5933.675984
-686.083148,1000,5967.735649
-689.848085,1000,5987.998721
-676.648975,1000,6022.017658
-677.646922,1000,6056.396435
-675.937224,1000,6077.407877
-675.282932,1000,6110.377736
-662.113901,1000,6130.883624
-678.310169,1000,6163.659668
-685.790854,1000,6196.573906
-686.302179,1000,6220.540799
-687.244171,1000,6265.361886
-692.388935,1000,6290.923396
-692.796322,1000,6332.640126
-705.8737,1000,6370.861315
-712.919145,1000,6403.317939
-704.940776,1000,6464.592338
-702.828645,1000,6503.908572
-695.980831,1000,6577.324421
-695.66898,1000,6629.74305
-693.791089,1000,6673.963902
-707.272285,1000,6738.737437
-700.865824,1000,6775.079579
-699.203037,1000,6842.828397
-709.155964,1000,6909.16474
-702.979737,1000,7020.483368
-704.568706,1000,7083.824217
-713.174123,1000,7117.071605
-723.815585,1000,7181.024675
-724.409834,1000,7246.650744
-725.905333,1000,7282.582623
-729.682676,1000,7348.888877
-716.572293,1000,7388.638548
-716.647619,1000,7457.90494
-720.177152,1000,7519.382157
-721.946811,1000,7557.108569
-725.537349,1000,7614.695749
-721.190727,1000,7653.963191
-727.221225,1000,7717.594919
-726.965453,1000,7779.369497
-721.734038,1000,7827.991436
-729.51693,1000,7891.966277
-728.429143,1000,7931.751092
-741.857464,1000,7989.691547
-729.753485,1000,8053.102148
-741.617914,1000,8088.95365
-735.141985,1000,8159.207743
-741.067046,1000,8199.392284
-734.581302,1000,8272.938615
-744.378538,1000,8339.380297
-759.31287,1000,8376.819593
-752.661073,1000,8434.586324
-743.423406,1000,8479.269085
-741.070859,1000,8535.299781
-729.797936,1000,8592.408026
-730.572419,1000,8628.027712
-727.952868,1000,8686.894785
-739.062871,1000,8725.45169
-727.369967,1000,8778.626463
-730.677923,1000,8840.751593
-731.849583,1000,8885.048221
-734.740109,1000,8955.706872
-711.654748,1000,9000.099401
-709.221274,1000,9072.228124
-697.077301,1000,9153.156055
-701.479902,1000,9200.252691
-694.022211,1000,9279.700904
-700.798931,1000,9339.792966
-691.015947,1000,9443.285806
-681.132076,1000,9506.060568
-681.515419,1000,9533.051714
-688.082559,1000,9577.5156
-687.476519,1000,9610.627715
-694.692376,1000,9656.40771
-693.653147,1000,9704.335777
-697.421708,1000,9732.443691
-695.598503,1000,9778.695155
-697.856776,1000,9807.908677
-694.284775,1000,9866.296405
-685.079181,1000,9944.03217
-686.4796,1000,9983.621002
-688.783987,1000,10061.340076
-692.245432,1000,10102.304092
-686.598086,1000,10170.66663
-689.886292,1000,10238.151117
-688.521513,1000,10290.004152
-680.983347,1000,10386.417038
-672.060291,1000,10433.16547
-668.847675,1000,10505.472638
-663.587092,1000,10577.615834
-667.896255,1000,10623.868263
-679.207528,1000,10691.688409
-663.454617,1000,10735.345835
-668.830532,1000,10811.616084
-664.761927,1000,10883.559958
-663.971603,1000,10925.932398
-658.32109,1000,10996.060219
-654.361267,1000,11039.800106
-666.13907,1000,11113.713022
-671.79547,1000,11181.167718
-674.296811,1000,11225.648314
-673.190807,1000,11300.434907
-665.617952,1000,11349.580297
-673.767498,1000,11431.096232
