#{"t_start": 1775110726.1568255, "env_id": "AntFH-v0"}
r,l,t
-701.265789,1000,5842.779381
-703.723737,1000,5874.994245
-700.818086,1000,5910.599494
-689.321998,1000,5933.459192
-690.337124,1000,5967.520262
-686.681756,1000,5987.787257
-675.570683,1000,6021.801579
-673.304059,1000,6056.184866
-672.777961,1000,6077.193949
-685.472573,1000,6110.166091
-659.851941,1000,6130.672067
-682.729259,1000,6163.448002
-681.935927,1000,6196.362138
-684.67423,1000,6220.329064
-693.214905,1000,6265.150793
-695.82181,1000,6290.708404
-698.358079,1000,6332.428551
-712.61635,1000,6370.654326
-705.824546,1000,6403.106039
-702.410409,1000,6464.37308
-700.249755,1000,6503.691148
-702.002641,1000,6577.10592
-697.556632,1000,6629.530998
-689.886773,1000,6673.752313
-703.035189,1000,6738.525877
-695.022938,1000,6774.864295
-700.436735,1000,6842.604346
-705.153879,1000,6908.949185
-707.490394,1000,7020.26654
-706.059224,1000,7083.601435
-713.423584,1000,7116.855869
-723.701406,1000,7180.808921
-725.693605,1000,7246.425898
-723.569916,1000,7282.372666
-723.250222,1000,7348.669885
-708.859823,1000,7388.422094
-719.615098,1000,7457.687197
-721.929962,1000,7519.165988
-715.302776,1000,7556.892824
-731.722115,1000,7614.468345
-742.404122,1000,7653.746509
-731.962099,1000,7717.378752
-718.273444,1000,7779.157789
-716.32631,1000,7827.774158
-735.119577,1000,7891.7493
-729.063848,1000,7931.530458
-730.065698,1000,7989.476039
-731.228989,1000,8052.885107
-738.480599,1000,8088.741848
-740.049348,1000,8158.992508
-735.79285,1000,8199.177197
-739.508382,1000,8272.715573
-745.257907,1000,8339.160084
-763.471542,1000,8376.599903
-748.383271,1000,8434.374647
-740.215713,1000,8479.054755
-737.021136,1000,8535.082716
-731.151274,1000,8592.183517
-731.775503,1000,8627.81983
-732.620859,1000,8686.671893
-737.144748,1000,8725.23656
-737.48418,1000,8778.413914
-728.664334,1000,8840.536476
-724.512022,1000,8884.830794
-731.39313,1000,8955.485791
-710.317013,1000,8999.888402
-710.702138,1000,9072.011958
-700.343324,1000,9152.939131
-699.64331,1000,9200.040617
-697.334516,1000,9279.486223
-694.612278,1000,9339.570904
-692.168557,1000,9443.066737
-684.575216,1000,9505.838074
-682.676048,1000,9532.835228
-685.448741,1000,9577.300689
-690.083735,1000,9610.411148
-690.360296,1000,9656.192626
-690.532389,1000,9704.119493
-704.349652,1000,9732.235504
-695.497715,1000,9778.47443
-693.242962,1000,9807.689137
-690.497198,1000,9866.084272
-692.602121,1000,9943.816098
-692.743571,1000,9983.395981
-696.184692,1000,10061.12842
-694.9317,1000,10102.086156
-697.252187,1000,10170.450924
-695.711119,1000,10237.91205
-686.156745,1000,10289.787208
-684.647121,1000,10386.196445
-673.827994,1000,10432.94671
-658.727768,1000,10505.256585
-659.896643,1000,10577.404078
-669.906612,1000,10623.649625
-657.618999,1000,10691.469742
-636.299772,1000,10735.130569
-671.172435,1000,10811.396616
-663.643527,1000,10883.332259
-662.24839,1000,10925.711207
-662.550175,1000,10995.84848
-657.766951,1000,11039.584771
-672.186744,1000,11113.500002
-672.18906,1000,11180.948706
-664.580078,1000,11225.431332
-673.82437,1000,11300.22312
-668.99859,1000,11349.376045
-675.293819,1000,11430.864963
