#{"t_start": 1775110725.8106177, "env_id": "AntFH-v0"}
r,l,t
-1258.769835,1000,3468.429126
-1245.492493,1000,3516.929561
-1203.404497,1000,3541.254388
-1164.923428,1000,3580.261911
-1135.870775,1000,3627.773479
-1081.07529,1000,3662.937393
-1045.218362,1000,3706.246037
-1025.515343,1000,3732.929461
-954.570947,1000,3769.515327
-941.108854,1000,3807.085404
-923.119868,1000,3831.606528
-934.682536,1000,3872.266306
-917.242001,1000,3894.486101
-860.144114,1000,3928.024313
-880.752538,1000,3969.602812
-867.93473,1000,3997.259526
-856.492479,1000,4033.271877
-833.293194,1000,4056.158174
-815.720562,1000,4088.55627
-841.243993,1000,4123.897041
-805.327742,1000,4145.94418
-875.229025,1000,4189.058049
-781.852898,1000,4213.94667
-776.806307,1000,4259.159776
-819.330594,1000,4298.707457
-810.439207,1000,4322.074658
-775.320776,1000,4364.055738
-778.75578,1000,4384.376245
-804.977294,1000,4419.740207
-792.114604,1000,4463.63906
-822.541004,1000,4487.230114
-803.324182,1000,4535.592831
-789.519672,1000,4565.97337
-790.262182,1000,4619.197514
-780.13865,1000,4662.474326
-757.689811,1000,4685.040239
-755.166471,1000,4718.016192
-750.422604,1000,4746.603079
-737.42151,1000,4788.400133
-742.736774,1000,4825.46521
-747.746429,1000,4851.598121
-758.227639,1000,4896.160652
-751.247183,1000,4924.906005
-726.707714,1000,4962.478837
-721.820798,1000,5004.754871
-725.315104,1000,5034.254294
-728.015969,1000,5076.52246
-736.415552,1000,5101.019455
-738.472449,1000,5134.610892
-729.405785,1000,5173.086418
-722.801046,1000,5204.633148
-715.611326,1000,5245.261146
-719.523343,1000,5264.680626
-720.511773,1000,5298.637709
-728.672636,1000,5332.70767
-731.677557,1000,5353.112634
-731.513327,1000,5387.501546
-729.456343,1000,5408.159404
-728.948804,1000,5443.852811
-739.294111,1000,5480.000381
-724.987423,1000,5501.942311
-737.52592,1000,5536.08603
-735.429926,1000,5556.107782
-733.419767,1000,5590.619432
-732.75833,1000,5624.755683
-733.281692,1000,5645.096032
-737.965527,1000,5678.728936
-732.701236,1000,5700.171684
-722.709633,1000,5733.632021
-718.167622,1000,5767.508929
-699.844581,1000,5788.929167
-705.474297,1000,5822.706347
-701.240514,1000,5843.12523
-701.908225,1000,5875.340312
-699.869349,1000,5910.945876
-698.313434,1000,5933.8054
-696.939189,1000,5967.86651
-688.380257,1000,5988.133366
-678.680171,1000,6022.147679
-673.393957,1000,6056.530992
-666.947589,1000,6077.540005
-680.431768,1000,6110.512238
-671.023213,1000,6131.018234
-683.145528,1000,6163.794169
-693.504747,1000,6196.708254
-687.949957,1000,6220.675269
-692.247407,1000,6265.496205
-696.608768,1000,6291.05438
-697.769872,1000,6332.774672
-701.479144,1000,6370.995272
-708.770427,1000,6403.45208
-698.019645,1000,6464.730225
-702.795688,1000,6504.037436
-696.202252,1000,6577.451955
-694.956468,1000,6629.876884
-691.965457,1000,6674.094786
-693.565687,1000,6738.866041
-696.627085,1000,6775.210622
-706.966659,1000,6842.950553
-709.208248,1000,6909.303223
-706.544013,1000,7020.612612
-701.389964,1000,7083.947331
-706.585223,1000,7117.20211
-719.287106,1000,7181.149565
-722.035655,1000,7246.772883
-722.495964,1000,7282.705501
-717.169934,1000,7349.016626
-721.095351,1000,7388.768355
-716.330118,1000,7458.033175
-723.569301,1000,7519.507777
-719.947315,1000,7557.239105
-734.963988,1000,7614.825739
-730.737128,1000,7654.092843
-770.117922,1000,7717.724959
-729.924046,1000,7779.495141
-734.087524,1000,7828.120075
-746.489886,1000,7892.09546
-731.054942,1000,7931.876885
-735.269331,1000,7989.821684
-725.913304,1000,8053.231312
-738.201197,1000,8089.088056
-737.369261,1000,8159.338902
-736.869013,1000,8199.523454
-745.299663,1000,8273.062538
-746.299066,1000,8339.518386
-757.08591,1000,8376.945969
-753.09383,1000,8434.716514
-741.687233,1000,8479.396412
-740.377123,1000,8535.428902
-731.529364,1000,8592.529176
-734.229209,1000,8628.165214
-729.312793,1000,8687.018084
-733.603717,1000,8725.582786
-732.179962,1000,8778.760129
-729.797384,1000,8840.882762
-720.947149,1000,8885.177232
-728.907286,1000,8955.831578
-711.09706,1000,9000.226251
-706.893809,1000,9072.358094
-705.451137,1000,9153.285334
-700.74362,1000,9200.380892
-697.09866,1000,9279.830148
-690.232973,1000,9339.917527
-694.846442,1000,9443.409372
-683.362111,1000,9506.184294
-685.5757,1000,9533.181324
-686.052739,1000,9577.646832
-685.895445,1000,9610.757353
-693.557612,1000,9656.538834
-689.754744,1000,9704.465701
-691.28542,1000,9732.573736
-697.339819,1000,9778.81974
-697.351471,1000,9808.033971
-691.769663,1000,9866.42633
-689.056116,1000,9944.162486
-689.827134,1000,9983.739888
-694.167783,1000,10061.46202
-700.737446,1000,10102.432256
-686.084287,1000,10170.798418
-692.698838,1000,10238.258208
-686.947074,1000,10290.133692
-680.290149,1000,10386.542654
-669.497557,1000,10433.292954
-663.366848,1000,10505.602827
-662.260892,1000,10577.750268
-666.892522,1000,10623.99589
-657.983662,1000,10691.815879
-669.434207,1000,10735.4773
-661.38269,1000,10811.738424
-660.366605,1000,10883.679177
-663.914938,1000,10926.057539
-656.901673,1000,10996.190447
-654.090004,1000,11039.930568
-662.369037,1000,11113.846264
-671.728942,1000,11181.289999
-665.781168,1000,11225.777519
-675.313258,1000,11300.56935
-671.877399,1000,11349.718571
-673.325807,1000,11431.211417
