#{"t_start": 1775110725.571131, "env_id": "AntFH-v0"}
r,l,t
-1438.859063,1000,3175.591078
-1414.885366,1000,3212.992974
-1399.838278,1000,3264.492733
-1346.358905,1000,3302.090682
-1327.104621,1000,3365.192119
-1310.903879,1000,3420.710146
-1263.828885,1000,3468.668665
-1228.771644,1000,3517.168536
-1182.17762,1000,3541.493638
-1161.65966,1000,3580.501489
-1144.203028,1000,3628.013041
-1111.646979,1000,3663.176923
-1069.218893,1000,3706.485509
-1023.024097,1000,3733.169374
-956.815336,1000,3769.754814
-940.689914,1000,3807.324829
-927.516992,1000,3831.845887
-928.806141,1000,3872.507167
-898.199026,1000,3894.72503
-877.142877,1000,3928.263877
-871.07711,1000,3969.842644
-873.840337,1000,3997.499283
-860.841984,1000,4033.511425
-835.999939,1000,4056.397692
-813.302748,1000,4088.79576
-825.628496,1000,4124.136521
-805.723583,1000,4146.183813
-830.131685,1000,4189.297538
-809.154307,1000,4214.18621
-791.303129,1000,4259.399414
-824.879535,1000,4298.947101
-771.185007,1000,4322.31421
-804.00358,1000,4364.295281
-769.073726,1000,4384.61512
-807.697325,1000,4419.980012
-796.287554,1000,4463.878649
-821.283004,1000,4487.47454
-805.110322,1000,4535.832438
-787.599442,1000,4566.213156
-788.482829,1000,4619.437148
-773.989553,1000,4662.713993
-747.521637,1000,4685.279743
-731.66038,1000,4718.25562
-744.975169,1000,4746.842664
-730.793625,1000,4788.639766
-721.049179,1000,4825.704631
-745.452689,1000,4851.837456
-753.224521,1000,4896.400139
-750.736191,1000,4925.145593
-724.592863,1000,4962.717727
-733.126765,1000,5004.994151
-715.866051,1000,5034.493803
-725.00828,1000,5076.76237
-736.912679,1000,5101.258939
-736.575704,1000,5134.850516
-734.162824,1000,5173.325916
-720.565096,1000,5204.871682
-721.542697,1000,5245.500633
-712.327137,1000,5264.920332
-721.314948,1000,5298.877172
-728.037395,1000,5332.947261
-733.090427,1000,5353.352091
-723.54847,1000,5387.736238
-730.940444,1000,5408.39902
-731.424754,1000,5444.092349
-737.492661,1000,5480.239868
-723.450203,1000,5502.181999
-737.752943,1000,5536.325619
-729.632723,1000,5556.347338
-727.53974,1000,5590.858948
-728.834169,1000,5624.995088
-744.85402,1000,5645.33673
-737.292081,1000,5678.968706
-729.889559,1000,5700.411143
-723.005816,1000,5733.871513
-714.920017,1000,5767.748253
-704.771888,1000,5789.168471
-708.604702,1000,5822.945881
-706.399841,1000,5843.365433
-713.729935,1000,5875.579871
-699.97516,1000,5911.185381
-693.063678,1000,5934.045239
-688.835765,1000,5968.106076
-680.888522,1000,5988.372884
-681.176796,1000,6022.387272
-670.420534,1000,6056.770485
-672.905884,1000,6077.786152
-665.153539,1000,6110.751678
-663.325716,1000,6131.257378
-679.866866,1000,6164.033583
-689.208034,1000,6196.947806
-685.335097,1000,6220.914698
-692.361615,1000,6265.735776
-689.530452,1000,6291.293799
-697.017735,1000,6333.014267
-705.063383,1000,6371.234992
-705.875294,1000,6403.691624
-704.880676,1000,6464.958478
-701.446794,1000,6504.276935
-695.219175,1000,6577.698327
-702.707136,1000,6630.126368
-694.946045,1000,6674.337919
-705.428478,1000,6739.106378
-698.475893,1000,6775.452581
-696.768968,1000,6843.194
-704.659514,1000,6909.537708
-700.509386,1000,7020.856783
-709.369401,1000,7084.187403
-710.071945,1000,7117.441604
-721.059847,1000,7181.39673
-719.905504,1000,7247.021844
-720.988865,1000,7282.946802
-720.355119,1000,7349.266545
-720.122889,1000,7389.007922
-725.72645,1000,7458.272891
-716.006592,1000,7519.751934
-716.984897,1000,7557.478694
-728.778126,1000,7615.054796
-745.278169,1000,7654.332436
-731.838478,1000,7717.964325
-713.108251,1000,7779.737772
-723.470496,1000,7828.359625
-731.983337,1000,7892.334999
-723.100319,1000,7932.123878
-748.889725,1000,7990.061332
-732.096815,1000,8053.47111
-735.56353,1000,8089.327599
-741.145066,1000,8159.579701
-741.383938,1000,8199.770255
-740.743019,1000,8273.308305
-742.541473,1000,8339.745727
-755.679059,1000,8377.189559
-748.901988,1000,8434.965442
-744.7674,1000,8479.640434
-740.55431,1000,8535.672811
-726.559763,1000,8592.774589
-729.210366,1000,8628.398745
-726.052607,1000,8687.263229
-734.313412,1000,8725.822316
-730.941429,1000,8778.999708
-731.05747,1000,8841.122248
-731.451218,1000,8885.420399
-733.320768,1000,8956.074513
-711.486281,1000,9000.470033
-706.652525,1000,9072.597695
-701.218868,1000,9153.527981
-698.809586,1000,9200.620176
-699.204511,1000,9280.068987
-691.428069,1000,9340.15836
-686.268674,1000,9443.654684
-687.951666,1000,9506.428771
-685.897662,1000,9533.421026
-692.27631,1000,9577.886505
-685.784369,1000,9610.996958
-688.337469,1000,9656.778476
-693.308176,1000,9704.705327
-698.712338,1000,9732.812411
-692.096104,1000,9779.064107
-698.850208,1000,9808.282759
-690.889317,1000,9866.674179
-691.222225,1000,9944.401977
-687.506119,1000,9983.990009
-691.820221,1000,10061.710479
-699.283823,1000,10102.672182
-688.709932,1000,10171.03711
-687.273378,1000,10238.514073
-689.119464,1000,10290.372674
-680.689681,1000,10386.795339
-672.556439,1000,10433.532641
-666.846466,1000,10505.842373
-663.215782,1000,10577.989869
-668.548607,1000,10624.23556
-665.186274,1000,10692.062409
-666.695497,1000,10735.721977
-666.743824,1000,10811.970925
-662.034455,1000,10883.921917
-664.176955,1000,10926.302418
-663.074762,1000,10996.437673
-654.142554,1000,11040.175485
-671.812383,1000,11114.085736
-674.320815,1000,11181.541748
-670.842383,1000,11226.017093
-677.436105,1000,11300.808848
-672.674104,1000,11349.964487
-681.280726,1000,11431.458648
