#{"t_start": 1775108224.0625489, "env_id": "AntFH-v0"}
r,l,t
-441.454388,1000,17.664617
-29.082056,1000,41.679071
-104.257243,1000,55.814269
-1018.986719,1000,78.508173
-49.761295,1000,93.161563
-3.936517,1000,118.409073
-30.242158,1000,143.779685
-44.041754,1000,159.468262
-102.427781,1000,184.802363
-14.137874,1000,200.112146
-27.292559,1000,222.017545
-15.502019,1000,246.363153
-1.050464,1000,261.799664
-1.775802,1000,288.910848
-37.594891,1000,305.775991
-173.712746,1000,336.282572
-21.029494,1000,363.854828
-19.51402,1000,379.283123
-1057.875493,1000,400.982839
-77.41647,1000,412.676395
-21.172282,1000,433.711599
-48.973288,1000,450.38017
-26.047651,1000,460.992147
-18.207522,1000,480.221308
-153.165972,1000,493.329863
-41.915045,1000,516.271038
-45.056481,1000,540.486137
-19.118957,1000,553.765903
-8.346799,1000,572.786887
-49.155835,1000,586.392738
-56.552031,1000,609.057421
-40.212433,1000,629.692665
-38.520653,1000,645.903402
-12.118823,1000,669.956209
-12.079924,1000,682.585242
-3.02362,1000,704.218246
-7.757232,1000,725.466355
-69.939452,1000,741.501634
-62.575143,1000,761.946478
-23.395513,1000,777.758036
-930.601021,1000,795.610704
-77.774733,1000,814.626879
-7.738495,1000,825.934931
-169.641456,1000,844.433551
-1033.652615,1000,856.840048
-7.405117,1000,874.421332
-111.86962,1000,892.051174
-110.63824,1000,904.140847
-30.863041,1000,922.852966
-11.763772,1000,936.465608
-52.457704,1000,956.758003
-8.276738,1000,974.824506
-13.171955,1000,988.05459
-23.810101,1000,1005.451702
-29.209291,1000,1018.247356
-88.87502,1000,1036.249521
-31.171651,1000,1056.498616
-28.085201,1000,1073.795347
-24.817125,1000,1092.247824
-0.475846,1000,1105.506409
-25.475441,1000,1124.250132
-10.402892,1000,1145.906868
-13.581963,1000,1158.13963
-132.409465,1000,1177.310732
-209.253107,1000,1189.121679
-41.667185,1000,1207.355057
2.892074,1000,1225.829601
-54.343508,1000,1237.743026
-17.231779,1000,1259.20717
-27.828886,1000,1271.988024
-3.744181,1000,1291.407805
-68.636594,1000,1308.380017
-1.608769,1000,1322.305025
-14.266616,1000,1343.277047
-2.400616,1000,1356.389232
-68.899627,1000,1378.986752
-31.946845,1000,1401.106697
-19.354213,1000,1415.767812
-40.449699,1000,1438.180011
-45.650577,1000,1453.521585
-7.69473,1000,1475.26098
-17.085931,1000,1496.465625
-7.729169,1000,1511.140391
-20.792671,1000,1533.579245
-9.585657,1000,1546.877733
-20.926042,1000,1567.485871
-25.739398,1000,1587.633034
-9.972092,1000,1601.717591
-31.205645,1000,1623.626873
-15.798598,1000,1636.616576
-10.680892,1000,1658.977682
-8.05057,1000,1681.590914
-120.775237,1000,1699.624524
-7.691197,1000,1726.678217
-2.427141,1000,1741.477678
-28.505836,1000,1762.357967
-1062.917253,1000,1784.634699
-52.206447,1000,1799.223683
-12.200018,1000,1821.786065
-137.695778,1000,1836.424575
-66.156629,1000,1860.34829
-77.25895,1000,1881.51146
-99.578274,1000,1898.296508
3.456668,1000,1922.854329
-38.153702,1000,1937.490788
-85.177037,1000,1964.572712
-26.328567,1000,1990.397472
-23.440626,1000,2006.187963
-9.074262,1000,2033.560986
-9.734383,1000,2057.537595
-21.270375,1000,2081.834441
-8.822848,1000,2108.609849
-23.425406,1000,2120.673179
-157.122709,1000,2138.960391
-27.974723,1000,2150.217978
-92.083518,1000,2171.357493
-1138.723485,1000,2197.095481
-42.592136,1000,2212.062581
-7.197132,1000,2230.508275
-13.787284,1000,2241.952832
-94.702363,1000,2261.408307
-106.783625,1000,2279.428738
-50.719724,1000,2291.695346
-4.369832,1000,2311.699491
-24.259026,1000,2322.414943
-6.324143,1000,2339.198218
-1048.807993,1000,2356.942348
-22.87973,1000,2367.552572
-43.164338,1000,2385.538744
-16.936867,1000,2396.771389
-35.968405,1000,2413.578962
-1085.709763,1000,2431.742004
-212.863612,1000,2442.426728
-74.48127,1000,2459.810026
-1159.340913,1000,2469.408102
-40.791723,1000,2486.485512
-51.149555,1000,2519.136149
-359.656816,1000,2536.253013
-5.933332,1000,2557.49987
-104.267675,1000,2578.910375
-31.830272,1000,2611.563942
-2.634508,1000,2646.087432
-33.701211,1000,2663.158646
-378.66761,1000,2686.547657
-59.664383,1000,2704.873594
-10.952675,1000,2737.169175
-82.281594,1000,2768.240638
-7.910119,1000,2786.01579
-0.396239,1000,2823.398104
-529.030996,1000,2842.477019
-11.637108,1000,2875.595137
-619.90764,1000,2909.13527
-200.078576,1000,2925.505979
-59.154896,1000,2954.084665
-23.312197,1000,2973.336584
-8.753836,1000,3001.233367
-83.621987,1000,3036.08634
-55.210631,1000,3054.767557
-11.890209,1000,3084.140881
-30.215293,1000,3099.104974
-58.386391,1000,3127.464422
-57.072667,1000,3163.71037
-13.807433,1000,3183.928746
-25.480108,1000,3219.721338
1.293101,1000,3238.529
-56.517555,1000,3271.33766
-14.587259,1000,3299.127604
-36.844191,1000,3316.503397
-13.781165,1000,3340.620012
-7.711055,1000,3355.343497
-78.347087,1000,3381.459126
-18.708944,1000,3414.154028
-5.633619,1000,3448.298193
-20.958961,1000,3486.674143
-16.998815,1000,3510.409199
-125.668921,1000,3538.816667
-183.665538,1000,3560.536873
-6.622235,1000,3576.173559
-190.529443,1000,3600.209481
-15.887104,1000,3615.171065
-32.378188,1000,3641.657505
-308.706116,1000,3670.085443
-17.729457,1000,3696.974325
-177.458569,1000,3730.941257
-321.27495,1000,3755.898123
-61.528186,1000,3791.49592
-217.746442,1000,3835.539975
-238.107147,1000,3865.93451
-21.805718,1000,3908.856301
-0.109526,1000,3934.299029
-625.760679,1000,3975.325698
3.070418,1000,4019.408197
-182.988118,1000,4050.579819
-37.28287,1000,4089.179503
-191.177367,1000,4113.157224
-294.919747,1000,4155.714026
-66.315517,1000,4192.626991
-26.428177,1000,4216.423977
3.652075,1000,4256.487858
-1095.451354,1000,4283.403873
-19.840519,1000,4330.441635
-1075.292708,1000,4380.200612
-147.586998,1000,4402.163096
-248.039687,1000,4439.732024
-161.278044,1000,4462.308399
-393.145229,1000,4498.452532
-1145.95238,1000,4543.526379
-1.715881,1000,4572.519082
-1231.491119,1000,4613.224091
-36.771703,1000,4638.717206
-15.338465,1000,4681.328709
-669.813874,1000,4731.315977
-21.657316,1000,4762.881214
-1479.785195,1000,4808.147401
-7.010116,1000,4837.145297
-286.220166,1000,4874.553422
-20.095106,1000,4917.429113
-677.247463,1000,4941.173651
-101.570041,1000,4980.71762
-137.51988,1000,5004.704975
-1342.252725,1000,5044.874346
-1243.299238,1000,5094.071261
-1335.785308,1000,5127.241651
-1143.884313,1000,5167.881712
-1161.027959,1000,5194.850922
-87.210009,1000,5236.98575
-1254.554271,1000,5276.818935
-531.102424,1000,5303.251593
-7.930756,1000,5344.727843
-61.051628,1000,5369.042975
-15.851502,1000,5412.852037
-1316.136463,1000,5461.401742
-19.140681,1000,5488.835135
-9.876486,1000,5527.309177
-1362.125549,1000,5558.733077
-1294.735081,1000,5608.428484
