#{"t_start": 1775108224.1445308, "env_id": "AntFH-v0"}
r,l,t
-85.697399,1000,1990.318519
-1089.82813,1000,2006.109901
-36.434832,1000,2033.487992
-52.989762,1000,2057.45885
-26.008578,1000,2081.752455
-1093.026336,1000,2108.528857
-7.908669,1000,2120.591318
-63.840672,1000,2138.878505
-216.370193,1000,2150.136147
-24.242251,1000,2171.27566
0.022972,1000,2197.013196
-1152.78487,1000,2211.981454
-25.899757,1000,2230.426376
-25.095344,1000,2241.871023
-68.587111,1000,2261.327722
-34.319862,1000,2279.346874
-995.68568,1000,2291.613998
-3.750129,1000,2311.618751
-44.62557,1000,2322.333092
-35.508036,1000,2339.116345
4.064698,1000,2356.860154
-3.605181,1000,2367.470674
-8.164391,1000,2385.456964
-95.259631,1000,2396.689612
-8.226528,1000,2413.497131
-7.846246,1000,2431.659354
-12.886362,1000,2442.344843
-28.973568,1000,2459.728037
-300.712741,1000,2469.325639
-15.209942,1000,2486.406712
-43.595787,1000,2519.059838
-7.856194,1000,2536.171335
-5.30819,1000,2557.421243
-1152.778327,1000,2578.832256
-20.973859,1000,2611.485209
-1144.437421,1000,2646.006184
-119.074718,1000,2663.079406
-19.046337,1000,2686.469722
0.483717,1000,2704.795641
-4.88494,1000,2737.090339
-8.66253,1000,2768.162325
-32.548538,1000,2785.939882
-802.668862,1000,2823.319236
-1442.181402,1000,2842.395839
-13.447634,1000,2875.513373
-229.863121,1000,2909.055561
-18.125257,1000,2925.427184
-11.655269,1000,2954.004305
-5.62243,1000,2973.258088
-8.49179,1000,3001.150973
-5.18777,1000,3036.007678
-78.244998,1000,3054.688313
-9.911757,1000,3084.063115
-62.958102,1000,3099.037031
-609.571745,1000,3127.385443
-18.997595,1000,3163.631226
-7.29709,1000,3183.850061
-28.215491,1000,3219.642656
5.020813,1000,3238.450494
0.816942,1000,3271.259252
-148.348001,1000,3299.047896
-12.967227,1000,3316.431712
-2.015211,1000,3340.542909
-98.182701,1000,3355.264614
-20.470652,1000,3381.37752
-111.360521,1000,3414.07577
-9.510854,1000,3448.216509
-61.011971,1000,3486.595412
-12.529274,1000,3510.331676
-30.351291,1000,3538.73797
-0.172811,1000,3560.461057
-19.867993,1000,3576.094622
-3.91209,1000,3600.130766
-132.689962,1000,3615.092672
-12.960897,1000,3641.578491
-94.793079,1000,3670.006831
-135.68316,1000,3696.895592
-169.840777,1000,3730.862655
-51.443764,1000,3755.819097
-10.530837,1000,3791.414437
-21.727439,1000,3835.461167
-713.92099,1000,3865.855491
-738.595331,1000,3908.777615
-1235.383038,1000,3934.220451
-18.1807,1000,3975.255874
-698.707902,1000,4019.347926
-1037.954939,1000,4050.501534
-321.326791,1000,4089.104081
-1.42592,1000,4113.079781
-8.155285,1000,4155.635782
-106.612607,1000,4192.549409
-825.517368,1000,4216.351677
-1002.082397,1000,4256.412025
-161.5837,1000,4283.326365
-872.467663,1000,4330.366352
-565.784184,1000,4380.121895
-52.059108,1000,4402.08432
4.276121,1000,4439.657171
-139.848503,1000,4462.228438
7.952962,1000,4498.374112
-1416.939501,1000,4543.448649
-360.228708,1000,4572.442005
-1162.072478,1000,4613.145627
-957.907158,1000,4638.638774
-43.994132,1000,4681.250185
-1024.72337,1000,4731.234936
-38.574568,1000,4762.802395
-1354.839581,1000,4808.068678
-9.074792,1000,4837.067567
2.42227,1000,4874.475314
-92.216401,1000,4917.351792
-7.500914,1000,4941.095657
-479.722221,1000,4980.647657
-266.341457,1000,5004.631547
-3.494213,1000,5044.795524
-1175.927006,1000,5093.99555
-75.794958,1000,5127.162561
-376.767148,1000,5167.799933
-840.986679,1000,5194.771773
-1409.91372,1000,5236.914317
-133.604765,1000,5276.741136
-1401.396791,1000,5303.171615
-213.867434,1000,5344.64891
-1395.040214,1000,5368.964826
-927.996195,1000,5412.767777
-4.033351,1000,5461.320444
-3.688222,1000,5488.763693
-1382.642936,1000,5527.231065
-545.740018,1000,5558.650314
-1359.752357,1000,5608.348041
-1284.731552,1000,5659.080421
-1424.561377,1000,5688.34826
-1309.110039,1000,5732.6355
-1453.956382,1000,5758.965361
-1378.930039,1000,5812.829703
-1500.894462,1000,5871.467807
-1460.576263,1000,5900.425039
-1364.597903,1000,5961.938247
