#{"t_start": 1775108223.9549632, "env_id": "AntFH-v0"}
r,l,t
-5.049669,1000,1587.740702
-56.300631,1000,1601.825227
-54.022434,1000,1623.734776
-324.558662,1000,1636.724506
-10.34798,1000,1659.085321
-14.165335,1000,1681.699014
-13.937143,1000,1699.732409
2.645733,1000,1726.785905
-90.826157,1000,1741.585383
-61.342076,1000,1762.46566
-79.717894,1000,1784.741654
-65.92543,1000,1799.331309
-12.01624,1000,1821.893779
-3.0089,1000,1836.532214
-53.919112,1000,1860.455929
-6.971916,1000,1881.619264
-38.81073,1000,1898.40413
-1189.128592,1000,1922.96316
11.218302,1000,1937.598727
-1124.974036,1000,1964.680964
-11.428057,1000,1990.505183
-158.345791,1000,2006.295818
-10.185402,1000,2033.668984
-104.855398,1000,2057.645565
-7.995081,1000,2081.945209
-144.901709,1000,2108.717645
-1009.781581,1000,2120.781389
-98.603821,1000,2139.068104
-28.936425,1000,2150.325664
2.701143,1000,2171.465125
-32.329053,1000,2197.202507
5.147512,1000,2212.170315
-45.012782,1000,2230.615888
-21.363861,1000,2242.060548
-136.744123,1000,2261.516052
17.82247,1000,2279.536415
-212.35759,1000,2291.803035
-24.909632,1000,2311.810503
-7.923853,1000,2322.522667
-43.78038,1000,2339.305873
-46.264303,1000,2357.049667
-1018.55188,1000,2367.661021
-162.659501,1000,2385.646587
-17.372748,1000,2396.882758
-114.034655,1000,2413.686643
-6.47882,1000,2431.84901
-136.973417,1000,2442.534365
-1165.986044,1000,2459.918108
-14.924407,1000,2469.515225
-9.641266,1000,2486.593178
-7.032804,1000,2519.243965
-3.756326,1000,2536.360908
-40.464571,1000,2557.607996
-42.92164,1000,2579.018145
-11.87855,1000,2611.674876
-115.708738,1000,2646.195256
-1112.533526,1000,2663.269109
-1356.059856,1000,2686.656135
-110.713617,1000,2704.981552
-16.234513,1000,2737.276891
-5.860472,1000,2768.348381
-36.076535,1000,2786.123614
-55.561604,1000,2823.505802
-205.40022,1000,2842.584762
-41.958518,1000,2875.70344
-612.86886,1000,2909.242941
-26.744904,1000,2925.613808
-4.83829,1000,2954.192376
-1112.570308,1000,2973.445028
-92.733886,1000,3001.340191
-12.017193,1000,3036.196542
-9.513474,1000,3054.877666
-147.75393,1000,3084.248664
-248.506992,1000,3099.22157
-218.049531,1000,3127.572349
-34.591602,1000,3163.818119
-1084.471068,1000,3184.03995
-6.502175,1000,3219.82906
-349.82605,1000,3238.636772
-198.591216,1000,3271.445458
-4.55576,1000,3299.235497
-11.04311,1000,3316.616238
-435.383331,1000,3340.727612
-9.497139,1000,3355.451035
-0.792646,1000,3381.567506
-146.507456,1000,3414.265033
-20.897803,1000,3448.405941
-19.574435,1000,3486.780977
-123.382526,1000,3510.517075
-1150.041657,1000,3538.924888
-3.345217,1000,3560.644588
-210.469147,1000,3576.28698
-25.846554,1000,3600.317179
-193.426189,1000,3615.281261
-723.495524,1000,3641.764998
-337.512533,1000,3670.19326
-5.066124,1000,3697.082176
-7.433415,1000,3731.048922
-4.354514,1000,3756.005881
-54.003179,1000,3791.603906
-23.257351,1000,3835.647642
-201.038255,1000,3866.042805
-127.556806,1000,3908.964026
-252.742549,1000,3934.413138
-518.211812,1000,3975.442723
-623.324224,1000,4019.529008
-15.207227,1000,4050.687545
-19.152996,1000,4089.28858
-10.218196,1000,4113.264885
2.552645,1000,4155.826749
-17.868478,1000,4192.736972
-151.147128,1000,4216.531966
-1137.784952,1000,4256.601582
-1119.036087,1000,4283.51211
-433.806941,1000,4330.552607
-4.358816,1000,4380.308414
-169.938095,1000,4402.270851
-118.204275,1000,4439.847582
-318.32297,1000,4462.420805
-2.683699,1000,4498.560333
-18.484476,1000,4543.633667
-964.169673,1000,4572.62698
-8.311826,1000,4613.334542
-132.198756,1000,4638.825
-115.413379,1000,4681.436462
-4.317522,1000,4731.423695
-469.268982,1000,4762.993223
-954.206239,1000,4808.25524
-31.208656,1000,4837.253069
-553.523593,1000,4874.665146
-170.706227,1000,4917.537061
-27.60258,1000,4941.281441
-695.498254,1000,4980.833452
-1279.777639,1000,5004.819386
-8.821044,1000,5044.990612
-114.915647,1000,5094.182347
-9.494035,1000,5127.350167
-1320.98093,1000,5167.994628
-1241.115235,1000,5194.962595
-1335.01591,1000,5237.098879
-4.775113,1000,5276.925966
-264.545791,1000,5303.359313
-12.296213,1000,5344.835521
-12.594183,1000,5369.150748
-0.225282,1000,5412.965034
-1491.453936,1000,5461.509972
-1516.122193,1000,5488.950028
-1415.336475,1000,5527.423473
-1108.112017,1000,5558.839013
-29.222743,1000,5608.533057
-1326.746878,1000,5659.270016
-509.3367,1000,5688.534226
-53.447868,1000,5732.820166
-7.203197,1000,5759.148026
-1377.275685,1000,5813.013946
-1429.254257,1000,5871.655735
-1457.020379,1000,5900.604758
-1395.832673,1000,5962.124761
