#{"t_start": 1775108224.4655402, "env_id": "AntFH-v0"}
r,l,t
-84.403733,1000,2396.368471
-7.039547,1000,2413.17603
-11.44361,1000,2431.338252
-0.779721,1000,2442.023785
-7.242879,1000,2459.406955
-18.908414,1000,2469.004546
-1.729565,1000,2486.08254
-1117.448742,1000,2518.734062
-51.179897,1000,2535.850122
-9.561328,1000,2557.096958
-136.01422,1000,2578.507532
-16.883927,1000,2611.161248
-1164.586101,1000,2645.685141
-19.045018,1000,2662.758873
-19.229521,1000,2686.144795
-170.043058,1000,2704.470891
-151.849544,1000,2736.766243
-17.168384,1000,2767.837758
-5.015191,1000,2785.61359
-1317.107073,1000,2822.99589
-1553.280472,1000,2842.077678
-15.546452,1000,2875.192272
-636.489638,1000,2908.732334
-704.096181,1000,2925.103133
-1166.546547,1000,2953.682203
-87.922148,1000,2972.933661
-16.011302,1000,3000.82959
-129.831943,1000,3035.686597
-26.292344,1000,3054.369093
-1.867386,1000,3083.737978
-11.157216,1000,3098.702199
-431.231892,1000,3127.061697
-129.744727,1000,3163.309964
-91.459208,1000,3183.525896
-4.607321,1000,3219.318448
-48.536333,1000,3238.126103
-348.564567,1000,3270.934852
-9.194689,1000,3298.727762
-1195.288443,1000,3316.106474
-1075.222734,1000,3340.217489
-16.188595,1000,3354.940413
-105.148442,1000,3381.056777
-3.978317,1000,3413.754208
-54.14635,1000,3447.895327
-9.303737,1000,3486.270394
-97.219026,1000,3510.006474
-12.136723,1000,3538.413754
-0.753884,1000,3560.137005
-11.107812,1000,3575.773599
-13.214097,1000,3599.806574
-4.020459,1000,3614.768507
0.855609,1000,3641.254449
-83.274167,1000,3669.682714
-1258.634778,1000,3696.572261
3.941937,1000,3730.538316
-4.59983,1000,3755.495252
-106.153384,1000,3791.093107
-22.267369,1000,3835.137023
-65.727199,1000,3865.532196
-132.751763,1000,3908.453385
-101.353424,1000,3933.899215
-424.993255,1000,3974.929525
-696.987254,1000,4019.01412
-675.758884,1000,4050.176911
0.159576,1000,4088.777889
-339.075423,1000,4112.754144
-24.428433,1000,4155.311445
-70.103338,1000,4192.223862
-811.429403,1000,4216.026757
-532.66426,1000,4256.084987
-1005.75206,1000,4283.001417
-59.08177,1000,4330.042093
-522.591262,1000,4379.797763
-798.274691,1000,4401.760237
-45.497581,1000,4439.334558
-8.959583,1000,4461.905741
-379.134077,1000,4498.049687
-58.580632,1000,4543.122966
-484.656089,1000,4572.116267
-18.957812,1000,4612.820681
-58.51387,1000,4638.314355
-13.941727,1000,4680.92581
-1036.912187,1000,4730.91742
-8.137671,1000,4762.478535
16.693605,1000,4807.745183
-328.206092,1000,4836.742994
-251.800616,1000,4874.157325
-18.9567,1000,4917.026317
-7.790218,1000,4940.770753
-1091.45984,1000,4980.32418
-588.117947,1000,5004.307276
2.274761,1000,5044.477024
-1251.609607,1000,5093.673115
-3.529714,1000,5126.839482
-1.550876,1000,5167.478882
-1356.779088,1000,5194.448152
-1325.005132,1000,5236.585979
-22.283235,1000,5276.417955
-439.143667,1000,5302.858727
-7.989403,1000,5344.32496
-356.060121,1000,5368.640089
-1154.39449,1000,5412.45444
-1455.298605,1000,5460.999132
-2.868098,1000,5488.437495
-10.744909,1000,5526.909522
-4.351117,1000,5558.328463
-1250.457735,1000,5608.023425
-1033.289573,1000,5658.757622
-2.846803,1000,5688.023574
-30.201814,1000,5732.309504
-1463.415455,1000,5758.638251
-1477.806042,1000,5812.494642
-1448.243513,1000,5871.142347
-1286.038733,1000,5900.112092
-11.516508,1000,5961.613586
