#{"t_start": 1775108223.812478, "env_id": "AntFH-v0"}
r,l,t
-1093.970492,1000,3299.378353
-30.733955,1000,3316.753582
-8.9859,1000,3340.869765
-190.151795,1000,3355.593569
5.905939,1000,3381.709074
-95.532148,1000,3414.409028
-84.339263,1000,3448.548305
-87.760877,1000,3486.923352
-3.380456,1000,3510.659356
-9.32513,1000,3539.066677
-21.928832,1000,3560.786992
-1189.780073,1000,3576.424314
8.716886,1000,3600.459661
-11.620873,1000,3615.421286
-170.541313,1000,3641.907576
-93.885225,1000,3670.335591
-238.398863,1000,3697.22456
-21.49064,1000,3731.191289
-0.582632,1000,3756.148221
-6.185123,1000,3791.74613
-1038.431324,1000,3835.790533
-3.938117,1000,3866.187345
-109.544205,1000,3909.106356
-283.597753,1000,3934.549279
-795.727216,1000,3975.579009
0.228037,1000,4019.657891
-86.249645,1000,4050.829895
-779.68625,1000,4089.429507
-135.202668,1000,4113.406971
-6.896893,1000,4155.96423
-354.052462,1000,4192.87444
-417.971026,1000,4216.67413
-586.822852,1000,4256.737757
-1199.020887,1000,4283.654463
-9.850976,1000,4330.691709
-777.031766,1000,4380.450731
-18.330675,1000,4402.41316
-1135.410382,1000,4439.984789
-98.710591,1000,4462.558536
-37.280563,1000,4498.70274
-602.411686,1000,4543.775942
-45.564974,1000,4572.769265
-314.028689,1000,4613.473668
-1069.380437,1000,4638.968112
-665.530756,1000,4681.578797
-331.247723,1000,4731.569297
-284.347178,1000,4763.131444
-37.767475,1000,4808.396976
-114.516544,1000,4837.395435
-428.408106,1000,4874.803567
-385.099582,1000,4917.679315
-2.803278,1000,4941.423689
-7.798997,1000,4980.982519
-22.001111,1000,5004.957041
-15.094112,1000,5045.124124
-1363.372775,1000,5094.322704
-1375.794388,1000,5127.491809
-18.646116,1000,5168.136329
-1313.008444,1000,5195.101026
-1265.877471,1000,5237.237206
-265.509399,1000,5277.068383
-9.942279,1000,5303.507723
-11.725177,1000,5344.977884
-403.318253,1000,5369.293172
-5.508335,1000,5413.103814
-7.321635,1000,5461.651257
-1314.164474,1000,5489.085751
-1382.021812,1000,5527.564805
-16.045555,1000,5558.981244
-1360.385482,1000,5608.671302
-340.493677,1000,5659.408643
-995.79946,1000,5688.67648
-1442.97359,1000,5732.963426
-33.821281,1000,5759.290545
-125.457286,1000,5813.143962
-1397.347907,1000,5871.795316
-9.748652,1000,5900.750138
-1417.120785,1000,5962.267119
