#{"t_start": 1775108223.686068, "env_id": "AntFH-v0"}
r,l,t
-2.196212,1000,4113.533505
-4.40803,1000,4156.092139
-927.092412,1000,4193.002079
-12.033088,1000,4216.800645
-126.403832,1000,4256.864225
-673.065972,1000,4283.780422
-1019.277009,1000,4330.821386
-8.369724,1000,4380.577188
-616.138544,1000,4402.539709
-965.044014,1000,4440.111285
-11.603157,1000,4462.685652
-669.430443,1000,4498.829121
-144.834253,1000,4543.902402
-99.877552,1000,4572.895679
-4.76679,1000,4613.600114
-1078.238523,1000,4639.09451
0.237185,1000,4681.709364
-8.426524,1000,4731.692389
-494.382711,1000,4763.257861
-356.120728,1000,4808.523435
-1372.418809,1000,4837.522625
-230.068462,1000,4874.933521
-0.373826,1000,4917.805725
-12.20833,1000,4941.550152
-1576.86363,1000,4981.103394
-720.578277,1000,5005.085924
-85.679352,1000,5045.253412
-748.320003,1000,5094.454029
-22.426726,1000,5127.618901
-1375.776072,1000,5168.259848
-938.151396,1000,5195.226526
-1091.742953,1000,5237.366281
-113.698046,1000,5277.194797
-517.604064,1000,5303.636406
-719.068464,1000,5345.104362
-115.899961,1000,5369.419531
-1445.197523,1000,5413.227513
-7.374982,1000,5461.777694
-1300.624522,1000,5489.218558
-20.107401,1000,5527.685925
-9.056745,1000,5559.107749
-0.537548,1000,5608.797251
-96.799567,1000,5659.535115
-1435.012854,1000,5688.803462
-12.166809,1000,5733.088881
-0.223892,1000,5759.416742
-1468.470604,1000,5813.271914
-1415.1179,1000,5871.921627
-1412.94308,1000,5900.886201
-17.029017,1000,5962.393015
