timestep,real_det_return,real_sto_return,alpha
1,18.666152173211977,17.80981033584199,1.0
5001,91.4981313515364,91.53642659976694,0.355599969625473
10001,93.14162051735055,92.92552203059236,0.4653077721595764
15001,84.19921105769126,91.09084947126263,0.4731799066066742
20001,69.16721570292393,67.47298283078509,0.4760364592075348
25001,73.95407198389202,75.21362271312682,0.44026246666908264
30001,75.78464329635146,75.92998474236279,0.42151203751564026
35001,77.63245651560014,77.6450227027304,0.4011847674846649
40001,78.25103386086523,77.83074385114276,0.3981841206550598
45001,76.48694712944673,77.16876123756549,0.39441168308258057
50001,76.29085858391134,76.8242091776386,0.3917657732963562
55001,76.83578714361911,77.92165666890631,0.39154794812202454
60001,78.72115484058108,79.33754138177775,0.3947787284851074
65001,77.10083676912737,77.05067440694772,0.3911772072315216
70001,77.52293182125621,78.01329972450569,0.3907471001148224
75001,76.93283886251405,76.86975209993514,0.3876803517341614
80001,77.42473900601044,77.51292607039571,0.3894369304180145
85001,77.96497767790184,78.1067878504406,0.38952338695526123
90001,77.80152332416803,77.9292239737687,0.39101162552833557
95001,77.75348026921263,77.50091132051662,0.401774138212204
100001,77.1206687343259,77.2372097554279,0.39275071024894714
105001,77.60730796797154,77.7282100216863,0.39686673879623413
110001,78.32497876105448,77.22865871363763,0.3904035687446594
115001,77.72561286452402,78.56552481526936,0.3786521852016449
120001,77.47457082283158,78.06605100714113,0.38301602005958557
125001,77.59816286728677,77.88540284616907,0.38348740339279175
130001,77.48496134307372,76.44736810799597,0.3825351595878601
135001,78.0253385459381,78.05660320603674,0.37469905614852905
140001,77.23463275971707,76.63590397776255,0.38280051946640015
145001,77.96803422707048,77.13059288146727,0.3848547339439392
150001,77.80833875424405,77.53752373257866,0.37863612174987793
155001,78.47371539016126,77.88197290332928,0.37730348110198975
160001,77.51993523775785,77.34386881381715,0.38847002387046814
165001,77.1445076254032,78.7484779023976,0.37067532539367676
170001,77.25993320259462,77.60726425904981,0.38421112298965454
175001,78.21113749745714,77.3960732498592,0.36755990982055664
180001,77.04133970036709,77.77289300744354,0.36752942204475403
185001,78.32041806233275,78.0563304797974,0.37212711572647095
190001,77.04215547642622,77.6569542197803,0.3864000141620636
195001,78.31867902552759,78.11662646442441,0.35830122232437134
200001,77.8003666047365,78.18945948581863,0.38244956731796265
205001,77.04568172581833,77.43103210330983,0.36426451802253723
210001,77.86277399201967,78.06885893220054,0.37078654766082764
215001,77.33206830437379,77.46514935301241,0.3648560047149658
220001,76.93630130518461,78.04705041549565,0.37589791417121887
225001,75.95267992491668,77.96711539538913,0.3674032688140869
230001,77.33969215563806,77.57590234523752,0.3695015609264374
235001,76.96880057536612,78.29594559922427,0.36108526587486267
240001,76.97172589066902,77.38452868204574,0.37848082184791565
245001,76.91896372383401,77.80425747897833,0.3533184230327606
250001,77.41425922879779,76.92526559668502,0.36706697940826416
255001,76.45458153762252,77.62830025421998,0.36623048782348633
260001,76.86310242073999,77.90379010226329,0.3616068363189697
265001,77.20091691200889,77.39600440871807,0.3621847927570343
270001,76.91725525948739,78.69686131521411,0.36978837847709656
275001,76.77631051859558,77.09982514737894,0.3679288625717163
280001,77.6787574846136,77.52487886572202,0.36411362886428833
285001,77.49638513107548,77.70271280773564,0.36779266595840454
290001,77.44655824280017,78.3403400581188,0.36621829867362976
295001,77.54587260714712,77.45590758654374,0.3547452986240387
300001,78.74049130759151,78.3665455171174,0.3616460859775543
305001,77.26992812325147,77.93477475818347,0.3647347688674927
310001,77.97607620495805,77.53741069895254,0.3710913360118866
